1;1;fr;De quel petit objet se munit le golfeur pour surélever sa balle avant de la frapper ?;Tee;1;Le joueur peut poser sa balle sur une cheville de bois ou de plastique qui ne peut pas être utilisée en dehors des départs.;https://fr.wikipedia.org/wiki/Matériel_de_golf
1;2;fr;Quel sport de raquette porte le nom de la ville anglaise où il fut inventé ?;Badminton;1;Le badminton est toujours pratiqué en intérieur car avec le vent, en extérieur, le volant peut brusquement changer de direction.;https://fr.wikipedia.org/wiki/Badminton
1;3;fr;Combien y a-t-il de joueurs sur le terrain dans une équipe de football ?;Onze;1;Codifié par les Britanniques à la fin du XIXe siècle, le football s'est doté en 1904 d'une fédération internationale, la FIFA.;https://fr.wikipedia.org/wiki/Football
1;4;fr;Quel tapis à ressorts sert au gymnaste à faire toutes sortes de figures ?;Trampoline;1;Le terme générique de trampoline englobe trois disciplines : le trampoline, le tumbling et le double mini trampoline.;https://fr.wikipedia.org/wiki/Trampoline_(sport)
1;5;fr;Que réussit une équipe de rugby qui remporte les quatre matches du Tournoi des Six Nations ?;Grand chelem;1;Pour des raisons de sponsoring, ce tournoi est officiellement appelé RBS Six Nations (RBS pour Royal Bank of Scotland).;https://fr.wikipedia.org/wiki/Tournoi_des_Six_Nations
1;6;fr;Que signale le drapeau à damier noir et jaune dans une station de sports d'hiver ?;Risque d'avalanche;1;La puissance des avalanches est telle qu'elles emportent facilement tout élément mobile rencontré (hommes, animaux, rochers).;https://fr.wikipedia.org/wiki/Avalanche
1;7;fr;Au golf, au milieu de quoi le trou est-il généralement placé ?;Green;1;Le golf, qui souffre d'un traitement médiatique et financier inégal, est un sport moins pratiqué par les femmes que par les hommes.;https://fr.wikipedia.org/wiki/Golf
1;8;fr;Laquelle de ces propositions ne retrouve-t-on pas sur un vélo de sprinter sur piste ?;Freins;1;Le pratiquant de ce sport est donc obligé de pédaler en permanence jusqu'à l'arrêt complet de son vélo (pignons fixes).;https://fr.wikipedia.org/wiki/Cyclisme_sur_piste
1;9;fr;Comment appelle-t-on une descente rapide en ski alpin ?;Schuss;1;En compétition, durant les épreuves de vitesse, le bâton est profilé pour épouser la forme du corps du skieur lors du schuss.;https://fr.wikipedia.org/wiki/Ski_alpin
1;10;fr;Quel nombre de jeux chaque set de tennis comporte-t-il ?;Au moins six;1;Le mot tennis provient du français tenez, mot que l'on adressait à l'adversaire au moment de servir.;https://fr.wikipedia.org/wiki/Tennis
1;11;fr;En épreuve de saut en longueur, à combien d'essais chaque concurrent a-t-il droit ?;Trois;2;Le record du monde masculin de saut en longueur est détenu depuis 1991 par Mike Powell avec un saut à 8,95 mètres.;https://fr.wikipedia.org/wiki/Saut_en_longueur
1;12;fr;En kayak, de quel type de pagaie se sert-on pour avancer ou reculer ?;Double;2;Le kayak est parfois confondu avec le canoë, la pratique sportive étant désignée par le terme général canoë-kayak.;https://fr.wikipedia.org/wiki/Kayak
1;13;fr;Quel était le nom de la navigatrice en solitaire française, skipper du Biotherm ?;Florence Artaud;2;Florence Artaud a perdu la vie dans un accident d'hélicoptère alors qu'elle participait au tournage de l'émission « Dropped » de TF1.;https://fr.wikipedia.org/wiki/Florence_Arthaud
1;14;fr;Dans le jargon de l'alpinisme, que fait un alpiniste qui dévisse ?;Il tombe;2;L'alpinisme est une pratique sportive d'ascension en haute montagne qui repose sur différentes techniques de progression.;https://fr.wikipedia.org/wiki/Alpinisme
1;15;fr;En escrime, quelle est la troisième arme blanche avec l'épée et le fleuret ?;Sabre;2;Ces trois armes sont sexuées : épée féminine et masculine, fleuret féminin et masculin et sabre féminin et masculin.;https://fr.wikipedia.org/wiki/Escrime
1;16;fr;À quelle grande gymnaste roumaine Ecaterina Szabo a-t-elle succédé ?;Nadia Comaneci;2;Nadia Comaneci est souvent présentée, à tort, comme la première gymnaste de tous les temps à avoir obtenu la note parfaite de 10.;https://fr.wikipedia.org/wiki/Nadia_Comaneci
1;17;fr;Avec quel entraîneur la France a-t-elle remporté la Coupe d'Europe de football de 1984 ?;Michel Hidalgo;2;En 1986, Michel Hidalgo a rejoint Bernard Tapie à l'Olympique de Marseille pour en devenir le manager général jusqu'en 1991.;https://fr.wikipedia.org/wiki/Michel_Hidalgo
1;18;fr;Dans quel sport est-il préférable d'avoir un bon coup de pelle ?;L'aviron;2;L'aviron est un sport olympique depuis la création des Jeux modernes en 1896, sous l'impulsion du Baron Pierre de Coubertin.;https://fr.wikipedia.org/wiki/Aviron_(sport)
1;19;fr;Quel sport reste à ce jour le sport préféré des collégiens anglais ?;Cricket;2;Plus de cent pays sont affiliés à l'International Cricket Council, qui organise notamment la Coupe du monde de cricket.;https://fr.wikipedia.org/wiki/Cricket
1;20;fr;Comment le barreur dirige-t-il ses coéquipiers en aviron ?;Au porte-voix;2;Dans un équipage d'aviron, le barreur est le membre qui s'assoit sur la poupe, se mettant ainsi face à la proue.;https://fr.wikipedia.org/wiki/Barreur_(aviron)
1;21;fr;En baseball, combien de joueurs se trouvent sur le terrain en défense ?;Neuf;3;La première référence au rounders est faite dans un livre anglais de John Newbery en 1744 : « A Little Pretty Pocket-Book ».;https://fr.wikipedia.org/wiki/Baseball
1;22;fr;En ski, le christiana est une technique permettant d'effectuer quelle manoeuvre ?;Virage;3;La technique du virage est née à la Belle Époque sur les longues pistes de ski très fréquentées de la ville de Christiania.;https://fr.wikipedia.org/wiki/Christiania_(ski)
1;23;fr;Combien les Américains ont-ils gagné de médailles aux Jeux olympiques d'été de 1984 ?;174;3;En l'absence de grandes nations sportives comme l'URSS et la RDA, les États-Unis ont dominé ces jeux de Los Angeles.;https://fr.wikipedia.org/wiki/Jeux_olympiques_d'été_de_1984
1;24;fr;Quelle équipe de rugby a comme emblème une antilope sur maillot vert et sombre ?;Afrique du Sud;3;En raison de son palmarès, l'équipe d'Afrique du Sud est considérée comme l'une des meilleures sélections nationales au monde.;https://fr.wikipedia.org/wiki/Équipe_d'Afrique_du_Sud_de_rugby_à_XV
1;25;fr;Quelle moto possède la cylindrée la plus adaptée au trial ?;250 cc;3;Le trial, qui consiste à franchir des obstacles naturels ou artificiels, est un sport où la notion de vitesse n'intervient pas.;https://fr.wikipedia.org/wiki/Trial
1;26;fr;Combien d'heures la course cycliste des Six Jours de Paris durait-elle ?;144 heures;3;Richement dotée, elle était très populaire avant la Seconde Guerre mondiale et était la principale compétition de ce type en France.;https://fr.wikipedia.org/wiki/Six_Jours_de_Paris
1;27;fr;En croquet, que devient une boule qui franchit tous les arceaux sans toucher le piquet ?;Corsaire;3;Une fois le dernier anneau passé, un joueur peut empêcher ses adversaires de gagner en prenant soin de ne pas toucher le piquet.;https://fr.wikipedia.org/wiki/Croquet
1;28;fr;Quelle course de fond suédoise emprunte la piste des Dalécarliens ?;Vasaloppet;3;La course se tient le premier dimanche de mars et près de 15 000 skieurs prennent le départ en 10 vagues successives.;https://fr.wikipedia.org/wiki/Vasaloppet
1;29;fr;Quelle planche de surf pour grosses vagues permet de démarrer très tôt sur la vague ?;Gun;3;En fonction du temps, des préférences et de la manière de surfer, il existe différentes type de planches (appelées shape).;https://fr.wikipedia.org/wiki/Matériel_de_surf
1;30;fr;Dans quelle ville les premiers jeux Olympiques d'hiver ont-ils eu lieu en 1924 ?;Chamonix;3;La compétition rassembla 258 athlètes de 16 pays qui disputèrent un total de 16 épreuves dans 6 sports différents.;https://fr.wikipedia.org/wiki/Jeux_olympiques_d'hiver_de_1924
